qid,entity,domain,kind,decile,pageviews_12m,sitelinks,article_len,in_v1,source,flags
Q11720004,Janowo (gmina Nakło nad Notecią),cities,real,2,123,4,1919,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16617812,Władysławów (powiat lipski),cities,real,2,106,4,3493,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11757724,Lipniak (gmina Kock),cities,real,2,146,9,3190,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11791513,Niekrasy,cities,real,2,137,8,1409,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16582815,Nowa Górka (województwo wielkopolskie),cities,real,2,126,4,1835,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16487570,Borysowo,cities,real,2,137,4,1705,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11715828,Jadaminy,cities,real,2,114,8,1918,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q166375,Jaworowo-Kolonia,cities,real,2,127,9,2253,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11820451,Podlesie (powiat gorzowski),cities,real,2,108,7,5874,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1841125,Cieszkowo-Kolonia,cities,real,2,121,7,2825,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2037321,Stary Boguszyn,cities,real,2,142,8,2402,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16584688,Osiny-Mokra Niwa,cities,real,2,121,4,2388,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11784064,Miłobądź (województwo zachodniopomorskie),cities,real,2,115,4,1068,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11784351,Mochowo Nowe,cities,real,2,107,4,3010,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11731842,Józefowo (gmina Lipowiec Kościelny),cities,real,2,122,7,2375,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11786323,Mościska Małe,cities,real,2,113,7,4115,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1144783,Wiechetki Duże,cities,real,2,140,10,2607,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1194380,Kolonia Grochów,cities,real,2,124,7,2188,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11716695,Jakunowo,cities,real,2,134,11,2328,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11799325,Orpikowo,cities,real,2,124,6,1533,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11820710,Podstrzesze,cities,real,2,109,6,1961,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q15715043,Szymanówka (województwo łódzkie),cities,real,2,114,4,1639,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11723433,Jaworowo-Trębki Stare,cities,real,2,119,6,2073,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11752125,Kłodno (województwo zachodniopomorskie),cities,real,2,135,5,2334,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11757574,Linki (województwo pomorskie),cities,real,2,138,3,2780,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11831906,Pustelnik (województwo łódzkie),cities,real,2,110,7,2713,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q160301,Bronisławów (powiat rawski),cities,real,2,113,8,1916,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1959395,Kotlice-Kolonia,cities,real,3,172,12,4573,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11737662,Kazimierz (województwo zachodniopomorskie),cities,real,3,218,8,2773,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11826429,Poświątno,cities,real,3,152,7,2380,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1194429,Dziegietnia,cities,real,3,198,10,4021,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11791455,Niedźwiedzia Góra (województwo lubelskie),cities,real,3,179,5,3764,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1764317,Stary Drzewicz,cities,real,3,204,7,2236,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1877168,Lulewiczki,cities,real,3,205,9,2766,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1194171,Podkupientyn,cities,real,3,164,7,2928,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11818490,Piskornik,cities,real,3,168,7,1634,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11726034,Jeziora (osada),cities,real,3,199,3,2371,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16597689,Rożek Krzymowski,cities,real,3,170,4,1383,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11738554,Kazubek (gmina Sompolno),cities,real,3,173,6,3749,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11749922,Krzywiczki,cities,real,3,203,6,5229,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1463554,Kępiny (województwo zachodniopomorskie),cities,real,3,150,6,1686,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11834424,Retno,cities,real,3,209,7,1631,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11750585,Księżostany-Kolonia,cities,real,3,156,8,4070,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1527290,Tchórznica Szlachecka,cities,real,3,168,10,2648,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1841081,Cieszkowo Stare,cities,real,3,191,7,2533,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11695659,Dzierżanów (województwo łódzkie),cities,real,3,163,4,1661,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16619488,Zazdrość (powiat tucholski),cities,real,3,210,4,2033,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1153903,Przeradz Wielki,cities,real,3,167,7,2213,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1842856,Kiełki (województwo mazowieckie),cities,real,3,217,7,6217,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1193589,Dąbrowa (powiat sokołowski),cities,real,3,197,10,2891,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11767443,Marcewo,cities,real,3,170,8,1510,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11829367,Przewóz (województwo łódzkie),cities,real,3,170,4,1877,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q166677,Grąbiec,cities,real,3,187,10,2850,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2036830,Niskie Wielkie,cities,real,3,169,7,2651,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11780129,Miedzno (powiat kościerski),cities,real,3,216,9,3345,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q160308,Chrząszczewek,cities,real,3,160,13,2881,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1527708,Lubiesza,cities,real,3,196,10,2661,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1153356,Lisowola,cities,real,4,246,9,3251,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1155150,Huta Partacka,cities,real,4,229,9,2524,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11766877,Maluszyn (województwo mazowieckie),cities,real,4,281,8,2714,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2003439,Nowa Wieś (Strzelce Opolskie),cities,real,4,276,6,2241,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q160155,Byki (województwo łódzkie),cities,real,4,272,9,2354,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1527096,Łuzki (powiat sokołowski),cities,real,4,313,11,2935,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16597851,Rudawka Jaśliska,cities,real,4,232,4,3956,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1287535,Rychówko,cities,real,4,234,11,3128,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1612279,Grzymały (województwo mazowieckie),cities,real,4,266,9,4772,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1304751,Półchleb,cities,real,4,243,9,1520,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q160310,Józefów (powiat brzeziński),cities,real,4,291,10,2494,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1527064,Dzięcioły Bliższe,cities,real,4,290,10,3888,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2002000,Cisia Wola,cities,real,4,238,14,2118,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1816982,Guzówka-Kolonia,cities,real,4,262,12,3678,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1889045,Mortąg,cities,real,4,276,9,2690,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11744608,Koziki-Majdan,cities,real,4,226,5,2940,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1912424,Długojów,cities,real,4,258,9,2909,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11793784,Nowoszyce (powiat zgorzelecki),cities,real,4,241,5,3409,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1113814,Skarszów Górny,cities,real,4,228,9,4139,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11752725,Lamk,cities,real,4,289,10,2758,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11741249,Kolonia Klepaczka,cities,real,4,254,5,1862,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q15641153,Knapówka (województwo świętokrzyskie),cities,real,4,221,4,2094,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q166722,Babiec-Więczanki,cities,real,4,262,7,2472,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11766420,Majdan Tuczępski,cities,real,4,229,9,3321,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1841070,Goszczyce Średnie,cities,real,4,221,8,2409,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11825093,Posmykowizna,cities,real,4,255,5,1554,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11779458,Michałówka (Jagodne),cities,real,4,302,2,4933,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11720646,Janów (gmina Brochów),cities,real,4,279,5,2574,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2002581,Częstoszowice,cities,real,4,254,13,3234,True,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1914569,Mazanki (województwo warmińsko-mazurskie),cities,real,4,249,9,2360,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q117450,Kotłowo (województwo zachodniopomorskie),cities,real,5,389,11,2146,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1635545,Nowe Budkowice,cities,real,5,329,9,8497,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11740186,Klony (powiat poznański),cities,real,5,398,7,2825,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2036528,Nowe Przybojewo,cities,real,5,365,8,2933,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11793509,Nowa Wieś Podgórna,cities,real,5,429,7,2163,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11788036,Młodziejewice,cities,real,5,400,9,6445,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11787678,Myszowice,cities,real,5,321,10,5910,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11793623,Nowe Polesie (wieś),cities,real,5,325,9,2320,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1193558,Bartosz (województwo mazowieckie),cities,real,5,368,9,2735,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q124834174,Batorz Pierwszy,cities,real,5,332,2,2682,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1287876,Wikrowo (gmina Gronowo Elbląskie),cities,real,5,335,7,2804,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11778210,Mianów,cities,real,5,333,7,2801,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1778162,Kocury (województwo opolskie),cities,real,5,441,11,2348,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1193674,Żanecin,cities,real,5,427,13,2983,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11802458,Pamięcin (województwo wielkopolskie),cities,real,5,409,8,1586,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11802909,Paportno-Sopotnik,cities,real,5,386,4,3518,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2038398,Raszewo Dworskie,cities,real,5,330,7,2565,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11788191,Młynki (powiat wejherowski),cities,real,5,414,3,2292,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11739081,Kierzkowo (województwo kujawsko-pomorskie),cities,real,5,391,7,2450,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1841179,Sokolniki Stare,cities,real,5,369,8,2459,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1709929,Nastazin,cities,real,5,348,9,2349,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2058747,Goździelin,cities,real,5,404,9,5046,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11838677,Żydy (województwo warmińsko-mazurskie),cities,real,5,353,8,3396,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11724176,Jenków,cities,real,5,442,7,3945,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1754222,Redęcin,cities,real,5,321,7,4246,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1924214,Widaczów,cities,real,5,421,9,2502,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1992520,Bemowizna,cities,real,5,357,9,3519,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11733984,Kamienica (powiat miechowski),cities,real,5,347,9,3826,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2035551,Sobanice,cities,real,5,361,8,3500,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q133892262,Nowy Łowicz,cities,real,5,338,1,3745,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11765255,Machnówka,cities,real,6,652,8,3620,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1746259,Zimnice Małe,cities,real,6,459,11,3672,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11755556,Leśno Górne,cities,real,6,656,9,6663,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1922769,Mochnate,cities,real,6,543,14,3427,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11825315,Potakówka,cities,real,6,473,7,3713,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11687741,Bereżnica Niżna,cities,real,6,682,4,10237,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q124584,Prosity,cities,real,6,661,12,10446,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1918351,Gutów Mały,cities,real,6,713,10,4149,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1965287,Esterpole,cities,real,6,527,11,2065,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11762976,Lubcza (województwo świętokrzyskie),cities,real,6,706,8,4889,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11721120,Jarząbki (województwo świętokrzyskie),cities,real,6,592,10,13524,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11687430,Bartkówka (Dynów),cities,real,6,591,4,3173,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1797459,Kąty Bystrzyckie,cities,real,6,564,8,8479,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11702538,Gronów (powiat krośnieński),cities,real,6,520,7,2427,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q139142,Zabłocie (powiat kłodzki),cities,real,6,456,13,4094,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1737344,Kawcze (województwo pomorskie),cities,real,6,481,11,4911,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2037639,Dłutowo,cities,real,6,585,9,2343,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11694829,Donaborów,cities,real,6,641,10,7902,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1022088,Błonie (gmina Łęczyca),cities,real,6,597,11,6574,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11723444,Jaworsko,cities,real,6,780,9,3196,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q159935,Sobolice (powiat żarski),cities,real,6,588,12,3468,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1272549,Dąbrowa (powiat koszaliński),cities,real,6,485,11,2404,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q117515,Szarocin,cities,real,6,817,11,6323,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q15641087,Kolonia Łobudzice,cities,real,6,577,7,2720,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11782028,Mirów (województwo małopolskie),cities,real,6,545,8,2798,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1194387,Węże (województwo mazowieckie),cities,real,6,467,9,2871,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11825360,Potok-Senderki,cities,real,6,562,5,4778,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2041258,Chomentów-Puszcz,cities,real,6,499,8,4395,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11711087,Ignacewo (powiat koniński),cities,real,6,512,7,3931,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1685892,Wietrzno (województwo zachodniopomorskie),cities,real,6,561,11,2085,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11766816,Malin (województwo dolnośląskie),cities,real,7,1126,7,5145,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1898642,Legbąd,cities,real,7,1310,8,3034,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1687110,Mostki (województwo lubuskie),cities,real,7,1813,12,9122,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q166527,Kopaniec (województwo dolnośląskie),cities,real,7,1750,8,5083,False,category,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
