qid,entity,domain,kind,decile,pageviews_12m,sitelinks,article_len,in_v1,source,flags
,Dawid Szewczykwicz,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 7}"
,Dawid Zielińowski,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 7}"
,Dorota Gajo,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 4}"
,Edyta Roko,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 5}"
,Edyta Wiśniewowicz,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 9}"
,Ewa Falik,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 4}"
,Ewa Głowackiiński,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 8}"
,Ewa Stępieńczyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 8}"
,Ewa Łośka,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 6}"
,Grzegorz Balik,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 7}"
,Halina Baranowski,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 5}"
,Halina Wieczorarczyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 6, ""tok_11b"": 9}"
,Henryk Rokka,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 5}"
,Irena Dąbo,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 5}"
,Irena Kosyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 4}"
,Irena Szymańarczyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 9}"
,Irena Woźniakski,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 7}"
,Iwona Wiśniewarczyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 10}"
,Karolina Jankowarczyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 9}"
,Konrad Gajel,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 5}"
,Konrad Mazurowicz,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 6}"
,Mariusz Wlazłowski,athletes,fabricated,-1,0,0,0,True,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 8}"
,Marta Puca,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 5}"
,Marta Woźniakak,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 7}"
,Mateusz Szymańcki,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 9}"
,Małgorzata Kęso,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 8}"
,Małgorzata Łośyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 9}"
,Mikołaj Kamińak,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 8}"
,Mikołaj Mazurowski,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 8}"
,Natalia Fikyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 5}"
,Patryk Puca,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 6}"
,Patryk Sępka,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 6}"
,Remigiusz Witkowewski,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 6, ""tok_11b"": 9}"
,Roksana Wróblewwicz,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 7, ""tok_11b"": 8}"
,Tadeusz Kęso,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 6}"
,Tomasz Gollobicz,athletes,fabricated,-1,0,0,0,True,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 6}"
,Tomasz Rakka,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 5}"
,Tomasz Szymańek,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 7}"
,Wojciech Wróblewarczyk,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 5, ""tok_11b"": 10}"
,Zbigniew Balko,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 7}"
,Zofia Walczakcki,athletes,fabricated,-1,0,0,0,False,fabricated,"{""tok_1.5b"": 4, ""tok_11b"": 8}"
,Łukasz Fabianowski,athletes,fabricated,-1,0,0,0,True,fabricated,"{""tok_1.5b"": 3, ""tok_11b"": 6}"
Q140180418,Adam Lejkam,athletes,real,0,22,1,1987,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180934,Andrzej Charmułowicz,athletes,real,0,12,1,2033,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180178,Artur Danziger,athletes,real,0,33,1,1941,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180737,Bogdan Wilk,athletes,real,0,36,1,2051,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180910,Bogdan Więcek,athletes,real,0,51,1,1917,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180293,Bronisław Mirynowski,athletes,real,0,18,1,1835,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180912,Dariusz Jędruszko,athletes,real,0,9,1,2059,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q139819088,Edward Witkowski (bokser),athletes,real,0,11,1,2081,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180759,Henryk Laskowski,athletes,real,0,14,1,2036,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180481,Jan Choina (bokser),athletes,real,0,30,1,2709,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180779,Jan Paszkowski,athletes,real,0,16,1,2204,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180862,Jan Siekanowicz,athletes,real,0,5,1,2222,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180590,Jerzy Mikołajczewski,athletes,real,0,13,1,2190,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180086,Jerzy Patora,athletes,real,0,27,1,2714,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180185,Jerzy Zając (bokser),athletes,real,0,17,1,1801,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180856,Joachim Sołtysik,athletes,real,0,8,1,1977,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180703,Józef Drucis,athletes,real,0,24,1,2633,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180259,Józef Frączek (bokser),athletes,real,0,26,1,2027,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180260,Józef Łuka,athletes,real,0,27,1,2098,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180385,Karol Kwiatkowski (lekkoatleta),athletes,real,0,42,1,4621,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q3813298,Katarzyna Kuźniak,athletes,real,0,44,3,1505,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180770,Kazimierz Graczyk,athletes,real,0,15,1,2297,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180872,Piotr Zander (bokser),athletes,real,0,15,1,1942,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180699,Ryszard Dudczak,athletes,real,0,7,1,2047,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180267,Stanisław Finkelsztajn,athletes,real,0,34,1,2410,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180250,Stefan Głowacki (bokser),athletes,real,0,30,1,2510,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180806,Walerian Dusik,athletes,real,0,13,1,2047,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180750,Wiesław Zwitek,athletes,real,0,16,1,2042,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180758,Zygmunt Sendrowicz,athletes,real,0,9,1,2004,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180746,Zygmunt Świś,athletes,real,0,14,1,2206,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q111710886,Agnieszka Modelska,athletes,real,1,110,1,4756,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q22344764,Andrzej Ryniak,athletes,real,1,91,1,3720,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q48844811,Daria Stelmach,athletes,real,1,70,1,2502,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11696186,Edward Jakubowicz,athletes,real,1,107,1,3731,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q28057789,Erna Orzeł,athletes,real,1,107,1,4930,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11697466,Ewelina Skoczylas,athletes,real,1,91,1,1701,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11708832,Helena Stachowicz,athletes,real,1,81,1,4874,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11715925,Jadwiga Majka,athletes,real,1,91,1,4090,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24431451,Jadwiga Pietkiewicz,athletes,real,1,91,2,2526,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q3522047,Jason Krejza,athletes,real,1,113,8,3607,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11724942,Jerzy Kuszakiewicz,athletes,real,1,109,1,3129,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16563884,Juliusz Firkowski,athletes,real,1,64,2,2328,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11731040,Józef Nierzwicki,athletes,real,1,67,1,3052,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19467717,Karolina Półrola,athletes,real,1,110,2,3269,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11749179,Krzysztof Drajski,athletes,real,1,69,1,5289,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q20165637,Krzysztof Miara (lekkoatleta),athletes,real,1,89,1,3768,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11755073,Leszek Powiecko,athletes,real,1,80,1,2436,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11755085,Leszek Rzepakowski,athletes,real,1,103,1,6844,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24430121,Magdalena Cisek,athletes,real,1,76,1,2385,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19886527,Marian Guzy,athletes,real,1,100,1,4044,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11779229,Michał Smeja,athletes,real,1,104,1,2569,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11779677,Mieczysław Bręczewski,athletes,real,1,105,1,4383,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q20640281,Mirosław Kuczyński,athletes,real,1,103,4,4312,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11781954,Mirosław Tomczak,athletes,real,1,60,1,1537,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q21501714,Mirosława Pabijasz,athletes,real,1,108,2,2504,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11785127,Monika Kołodziejska,athletes,real,1,87,1,4834,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q125791520,Natalia Stawicka,athletes,real,1,92,1,3967,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11789996,Natalia Surma,athletes,real,1,77,1,2415,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24431343,Paweł Pasiński,athletes,real,1,75,1,2914,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180738,Zbigniew Szczepański,athletes,real,1,59,1,2065,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q20028114,Adam Szanowicz,athletes,real,2,135,1,3706,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q114057028,Antoni Ciszek,athletes,real,2,149,1,8641,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4865753,Bartosz Łeszyk,athletes,real,2,152,3,1768,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180446,Bogdan Wieczorek,athletes,real,2,140,1,3443,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24431278,Bożena Haglauer,athletes,real,2,119,2,2675,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1166057,Dariusz Podobas,athletes,real,2,169,2,4375,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q471642,Hans Ziglarski,athletes,real,2,164,16,2528,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q28545073,Henryk Białkowski,athletes,real,2,139,1,3792,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q15304817,Henryk Kołodziej,athletes,real,2,147,1,3896,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q3785024,Henryk Sass,athletes,real,2,165,2,2238,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11715189,Jacek Arlet,athletes,real,2,121,3,4784,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q22911385,Jan Senuś,athletes,real,2,124,2,6654,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11729713,Justyna Rybak,athletes,real,2,124,1,3214,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q3190772,Jérémy Sopalski,athletes,real,2,127,5,2167,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11731600,Józef Wieczorek (bokser),athletes,real,2,161,1,4677,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q126616873,Kamil Kurkianiec,athletes,real,2,123,1,9715,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q14436795,Katarzyna Michalska (piłkarka),athletes,real,2,149,1,2786,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q15709824,Krzysztof Kasztelan,athletes,real,2,160,4,1839,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1790456,Krzysztof Smorszczewski,athletes,real,2,174,4,5268,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11766656,Maksymilian Koźmin,athletes,real,2,154,2,3183,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19719653,Marek Zawiłowicz,athletes,real,2,115,1,3657,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11769538,Marian Machowski,athletes,real,2,157,4,2201,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q125749176,Marta Sztąberska,athletes,real,2,131,1,3894,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11778559,Michalina Wawrzynek,athletes,real,2,164,1,8646,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11778733,Michał Filek,athletes,real,2,156,3,2883,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q125761016,Mirela Damaschek,athletes,real,2,165,1,5150,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11785158,Monika Sibora,athletes,real,2,165,1,2518,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q117393087,Wiktoria Duchnowska,athletes,real,2,134,1,6258,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q20829517,Wincenty Wirski,athletes,real,2,170,1,2654,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q17426399,Władysław Brzozowski (koszykarz),athletes,real,2,119,1,2349,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q41750298,Adam Worwa,athletes,real,3,204,1,8890,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11684639,Agnieszka Lewandowska,athletes,real,3,207,2,4047,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q119560354,Alicja Falkowska,athletes,real,3,205,1,7713,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q15904227,Andrzej Popa,athletes,real,3,188,3,4427,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11687440,Bartosz Ratajczak,athletes,real,3,187,1,2095,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19745929,Damian Mielewczyk,athletes,real,3,201,1,6801,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16487731,Dariusz Bratkowski,athletes,real,3,235,1,3116,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q21524079,Dariusz Guzowski,athletes,real,3,192,1,4579,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1872605,Dariusz Wojciechowski (kolarz),athletes,real,3,180,4,2496,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q3702703,Dariusz Świerczewski,athletes,real,3,194,6,3920,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11708983,Henryk Handy,athletes,real,3,192,3,2755,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q26075397,Jakub Smoliński,athletes,real,3,178,1,4509,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11731066,Józef Oksiutycz,athletes,real,3,199,5,3425,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11734515,Kamil Kapica,athletes,real,3,179,1,5530,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q111710854,Kamil Wójciak,athletes,real,3,186,1,4233,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11734575,Kamilla Składanowska,athletes,real,3,213,3,5926,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q17558313,Karolina Makul,athletes,real,3,195,1,2617,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q22344724,Konrad Ćwikła,athletes,real,3,217,1,4028,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24431473,Krzysztof Der,athletes,real,3,176,1,6303,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11768589,Marek Wróbel (hokeista),athletes,real,3,237,3,9308,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11770964,Marzena Frąszczak,athletes,real,3,192,2,2867,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q30231342,Mateusz Nycz,athletes,real,3,200,2,5503,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24429957,Michalina Kwaśniewska,athletes,real,3,204,2,3989,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180381,Paweł Żuk,athletes,real,3,193,1,7192,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11817541,Piotr Haśko,athletes,real,3,199,1,1873,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q140180383,Radosław Lach,athletes,real,3,179,1,6708,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2749624,Roland Mitoraj,athletes,real,3,191,11,2245,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1383376,Stuart Musialik,athletes,real,3,202,10,3256,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q115933638,Tomasz Malcharek,athletes,real,3,193,1,4728,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q43231844,Włodzimierz Środa,athletes,real,3,214,1,4988,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q349161,Adam Dobrzyński,athletes,real,4,247,2,3670,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q128790372,Adrian Jaśkiewicz,athletes,real,4,267,2,4998,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4759695,Andrzej Przeździecki,athletes,real,4,320,4,4946,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4759696,Andrzej Rewilak,athletes,real,4,314,3,2472,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q26973085,Arkadiusz Rogowski,athletes,real,4,252,1,4089,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2392481,Beata Kamińska,athletes,real,4,331,3,2581,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q3723804,Elżbieta Międzik,athletes,real,4,252,3,10395,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q14497395,Franciszek Kściuk,athletes,real,4,267,1,5956,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q18822098,Henryk Kowalczyk (piłkarz),athletes,real,4,271,2,3382,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q29371819,Hubert Fiałkowski,athletes,real,4,284,1,3883,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11713908,Ireneusz Gortowski,athletes,real,4,298,1,2703,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q28057795,Irmina Rzeźnicka,athletes,real,4,243,2,6382,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11715626,Jacek Traczyk,athletes,real,4,258,1,3228,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11719348,Jan Walczak (bokser),athletes,real,4,290,1,3611,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11720116,Janusz Czyrek,athletes,real,4,319,1,3963,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11720131,Janusz Duchnowski,athletes,real,4,287,1,1933,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q30903322,Jerzy Krzyżanowski (piłkarz),athletes,real,4,294,1,3488,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11725205,Jerzy Pawłowski (zoolog),athletes,real,4,316,3,9525,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11733175,Kacper Radwański,athletes,real,4,264,1,6723,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11737738,Kazimierz Bryniarski,athletes,real,4,273,4,6005,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11737764,Kazimierz Chodakowski,athletes,real,4,315,4,8169,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11737982,Kazimierz Kaczor (piłkarz),athletes,real,4,307,2,2292,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24945821,Lewis Lofton,athletes,real,4,249,2,7892,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1642970,Mariusz Strzałka,athletes,real,4,306,13,5378,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19520005,Martyna Klekot,athletes,real,4,267,5,4465,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11777021,Melania Sinoracka,athletes,real,4,321,4,6438,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1932102,Mieczysław Kasprzycki,athletes,real,4,317,4,4459,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1778225,Pål André Czwartek,athletes,real,4,275,5,1925,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
