qid,entity,domain,kind,decile,pageviews_12m,sitelinks,article_len,in_v1,source,flags
Q12749,Kazimierz Bein,writers,real,2,312,21,7567,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9342594,Stanisław Misakowski,writers,real,2,376,4,8893,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9148782,Alojzy Andrzej Łuczak,writers,real,2,345,1,6209,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q6373081,Karol Wiktor Zawodziński,writers,real,2,381,3,6779,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11730828,Józef Lipkowski,writers,real,2,356,1,8795,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q15941899,Ludomił German,writers,real,3,464,4,7979,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q21288082,Eugenia Basara-Lipiec,writers,real,3,398,1,3403,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q64140509,Maria Jentys-Borelowska,writers,real,3,533,1,9845,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q112504679,Łukasz Radecki,writers,real,3,509,1,10176,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16562865,Jerzy Piechowski,writers,real,3,432,1,2588,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11769106,Maria Pruszkowska,writers,real,3,436,3,7806,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11748727,Krystyna Kwiatkowska,writers,real,3,520,1,5203,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q117034959,Joanna Pociask-Karteczka,writers,real,3,417,2,10215,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q85529328,Antoni Sypek,writers,real,3,479,2,12579,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9145941,Aleksander Rogalski,writers,real,3,481,1,10603,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11702761,Grzegorz Olszański,writers,real,3,428,2,7181,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9250260,Eda Ostrowska,writers,real,3,560,4,10105,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q85859432,Anna J. Szepielak,writers,real,3,492,2,8693,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11719850,Janina Orynżyna,writers,real,3,508,1,15728,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2497505,Stanisław Pestkowski,writers,real,3,498,9,10684,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4069810,Andrzej Marek (artysta),writers,real,3,547,5,10853,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q890432,Bogdan Ostromęcki,writers,real,3,467,4,3776,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24717955,Jarosław Charkiewicz,writers,real,3,513,2,8347,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q5106489,Edward Lubowski,writers,real,3,431,5,9459,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q62131448,Krystyna Chodorowska,writers,real,3,521,2,7197,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11685203,Aleksandra Pezda,writers,real,3,526,2,3612,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9199023,Czesław Bednarczyk,writers,real,3,534,1,6805,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q65175068,Stanisław Magierski,writers,real,3,456,1,7855,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9153533,Andrzej Sieradzki,writers,real,3,501,1,8776,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1620347,Hirsz Dawid Nomberg,writers,real,3,457,10,6855,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4208765,Wojciech Kajtoch,writers,real,3,563,3,11618,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q3161973,Janina Katz,writers,real,3,398,9,7117,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1579284,Jan Effenberger-Śliwiński,writers,real,3,532,3,10863,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9382884,Włodzimierz Zawadzki (fizyk),writers,real,3,470,1,5104,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4972399,Jerzy Stachurski,writers,real,3,470,3,16299,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9388229,Zbigniew Przyrowski,writers,real,4,656,2,10910,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9335784,Seweryna Duchińska,writers,real,4,766,5,6259,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9388799,Zbyszko Bednorz,writers,real,4,613,3,15457,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q52005201,Martyna Majok,writers,real,4,672,8,7885,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4240584,Stefan Krzywoszewski,writers,real,4,624,3,5081,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11724765,Jerzy Jesionowski,writers,real,4,637,4,5037,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9354526,Tadeusz Kwiatkowski-Cugow,writers,real,4,588,2,9158,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11717972,Jan Kazimierz Siwek,writers,real,4,724,2,12919,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9324718,Ryszard Holzer,writers,real,4,649,2,4780,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q102494510,Aleksandra Lipczak,writers,real,4,583,1,5289,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9154669,Aniela Dembowska,writers,real,4,641,2,3165,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1966369,Natasza Goerke,writers,real,4,618,7,8644,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11769257,Maria Ziółkowska,writers,real,4,614,2,3822,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q330404,Abraham Morewski,writers,real,4,713,5,5371,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11718200,Jan Kuriata (polityk),writers,real,4,797,3,8808,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11731201,Józef Prutkowski,writers,real,4,785,3,4417,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q100590850,Jacek Rębacz,writers,real,4,569,1,5419,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11737729,Kazimierz Brakoniecki,writers,real,4,716,3,5921,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11838205,Władysław Rabski,writers,real,4,629,3,5998,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11696076,Edmund Krzymuski,writers,real,4,754,4,4075,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q55392573,Weronika Gogola,writers,real,4,778,3,3306,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4185157,Kazimierz Zalewski,writers,real,4,594,6,3892,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11742668,Konrad Eberhardt,writers,real,4,812,2,4536,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11719358,Jan Wantuła,writers,real,4,679,1,6493,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q135430462,Wanda Żukowska,writers,real,4,598,1,23961,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24717963,Stanisław Szpotański,writers,real,4,594,1,5732,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q6757192,Marcin Baran,writers,real,4,805,7,7542,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9169322,Bernard Singer,writers,real,4,735,2,4439,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11737632,Kazimiera Dębska,writers,real,4,572,1,2029,True,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q3889237,Feliks Zamenhof,writers,real,4,721,6,4999,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9343464,Stanisław Zieliński (pisarz),writers,real,5,1150,3,9234,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11748656,Krystyna Boglar,writers,real,5,1159,4,3762,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9345185,Stefan Maria Kuczyński,writers,real,5,1165,5,10445,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9154528,Angelika Kuźniak,writers,real,5,1082,2,5997,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11813772,Paulina Bisztyga,writers,real,5,1223,6,6797,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q10965994,Jan Chęciński,writers,real,5,1082,6,3720,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9359507,Tomasz Majeran,writers,real,5,864,3,6065,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11731264,Józef Rogosz,writers,real,5,884,4,7760,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11719347,Jan Walc,writers,real,5,932,6,16345,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q437433,Anna Langfus,writers,real,5,1084,19,11822,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11754925,Leszek Bugajski,writers,real,5,861,2,10782,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9369812,Wacław Sadkowski,writers,real,5,1045,2,20075,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4266561,Tadeusz Łopalewski,writers,real,5,956,4,6179,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11724616,Jerzy Gierałtowski,writers,real,5,1188,2,2130,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q12035521,Mariusz Surosz,writers,real,5,864,3,5528,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q6185582,Jerzy Zaruba,writers,real,5,1136,4,10278,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9387972,Zbigniew Jerzyna,writers,real,5,985,4,7122,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q48856069,Michalina Janoszanka,writers,real,5,1070,3,4956,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19268790,Marta Guśniowska,writers,real,5,944,2,17048,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11765296,Maciej Bieniasz,writers,real,5,881,2,8987,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q105098127,Zdzisław Podbielski,writers,real,5,1067,2,18496,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9354157,Tadeusz Chróścielewski,writers,real,5,967,3,7878,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q21288234,Stanisław Maria Saliński,writers,real,5,1034,3,13593,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9175631,Bogumiła Żongołłowicz,writers,real,5,919,2,14115,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11736142,Karol Koźmiński,writers,real,5,1249,3,14168,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q302639,Alter Kacyzne,writers,real,5,1017,11,6880,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11724839,Jerzy Kochan,writers,real,5,1174,1,9116,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q5223020,Dariusz Rekosz,writers,real,5,866,5,33682,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q8866122,Józef Zieliński (działacz robotniczy),writers,real,5,880,2,24214,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9367214,Urszula Zybura,writers,real,5,1006,7,6163,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11768092,Marek Dagnan,writers,real,6,1387,2,8973,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1681663,Jan Brzękowski,writers,real,6,1791,8,8183,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24941852,Stefania Korżawska,writers,real,6,1943,1,3339,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q112892620,Emilia Konwerska,writers,real,6,1737,2,5781,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q836348,Karol Boromeusz Hoffman,writers,real,6,1658,11,12168,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q14918068,Joanna Guze,writers,real,6,1799,3,13729,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11742960,Konstanty Puzyna,writers,real,6,1557,2,6538,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4118730,Adolf Gawalewicz,writers,real,6,1565,3,4018,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11731952,Jędrek Połonina,writers,real,6,1816,2,5262,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19268846,Małgorzata Sikorska-Miszczuk,writers,real,6,1378,5,85378,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4371751,Adam Pomorski,writers,real,6,2010,5,10187,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11779930,Mieczysław Piotrowski (pisarz),writers,real,6,1989,3,10541,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q7441834,Stefan Żechowski,writers,real,6,1638,2,8408,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11765574,Maciej Pisuk,writers,real,6,1834,1,5932,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11686375,Antoni Cwojdziński,writers,real,6,1287,2,6130,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9176829,Bolesław Mrówczyński,writers,real,6,1347,2,7118,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2833383,Alexandre-Édouard Kierzkowski,writers,real,6,1279,6,8325,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q85867376,Piotr Langenfeld,writers,real,6,1327,2,5402,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11817802,Piotr Matywiecki,writers,real,6,1789,4,11769,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q7606229,Stefan Pastuszewski,writers,real,6,1611,4,13648,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9281722,Grzegorz Białkowski,writers,real,6,1975,4,8742,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q17362167,Jerzy Kleyny,writers,real,6,1605,2,4299,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4184086,Bohdan Zadura,writers,real,6,2071,11,18985,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4502270,Jerzy Hulewicz,writers,real,6,1524,4,8334,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9141894,Agata Budzyńska,writers,real,6,1399,2,6366,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11749717,Krzysztof Szatrawski,writers,real,6,1364,6,16365,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24451839,Robert Rient,writers,real,6,1911,3,16067,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q984172,Tadeusz Nowakowski (pisarz),writers,real,6,2022,4,13664,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
