qid,entity,domain,kind,decile,pageviews_12m,sitelinks,article_len,in_v1,source,flags
Q11715418,Jacek Labuda,musicians,real,1,284,1,2790,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11769641,Marian Radzik,musicians,real,1,297,1,6697,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q97373023,Henryk Kasperczak (muzyk),musicians,real,2,385,2,6610,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q66406,Thomas Godoj,musicians,real,2,471,12,3294,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9138367,Abraham Ber Birnbaum,musicians,real,2,489,3,4746,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q113738850,Ewa Fabiańska-Jelińska,musicians,real,2,352,1,9368,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q124567564,Bożena Dworska,musicians,real,2,387,3,5080,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11828999,Przemysław Zwias,musicians,real,2,393,1,2852,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q105298974,Marta Gardolińska,musicians,real,2,454,4,3597,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16562799,Jerzy Kołaczkowski,musicians,real,2,403,2,10841,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q64627150,Urszula Koszut,musicians,real,2,478,2,4700,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4091112,Adelajda Bolska,musicians,real,2,416,5,5589,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q20851583,Lubomir Szopiński,musicians,real,2,427,3,5956,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q55169153,Andrzej Dziadek,musicians,real,2,460,2,8180,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9357260,Teresa Belczyńska,musicians,real,2,538,2,4357,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q112504679,Łukasz Radecki,musicians,real,2,509,1,10176,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q98216078,Alan Urbanek,musicians,real,2,478,1,5083,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q59037285,Jan Rybarski (chórmistrz),musicians,real,2,348,2,9104,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9175590,Bogumił Pasternak,musicians,real,2,473,1,3056,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q104866391,Jerzy Adamczewski,musicians,real,2,386,2,3918,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9393193,Zygmunt Zgraja,musicians,real,2,432,1,3478,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9060027,Piotr Lutyński,musicians,real,2,390,3,4099,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1715102,Józef Nikorowicz,musicians,real,2,395,5,3981,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11813971,Paweł Buczyński,musicians,real,2,374,1,15616,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16571683,Leszek Orlewicz,musicians,real,2,497,1,20979,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16614024,Waldemar Lewandowski,musicians,real,2,340,2,9164,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9345486,Stefan Śledziński,musicians,real,2,421,2,12644,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q4767303,Anna Maria Klechniowska,musicians,real,2,438,6,7231,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q125022510,Remigiusz Mielczarek,musicians,real,2,541,2,6314,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q60837473,Mieczysław Szlezer,musicians,real,2,512,3,14945,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9152307,Andrzej Januszko,musicians,real,2,495,1,5469,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q215331,Roman Cycowski,musicians,real,2,340,6,2045,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q60836234,Marta Wierzbieniec,musicians,real,3,763,1,5882,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q110388995,Joanna Sochacka,musicians,real,3,746,2,4962,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2995022,Constantin Régamey,musicians,real,3,668,10,19974,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q25017262,Roman Jasiński (pianista),musicians,real,3,778,2,4645,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q22344676,Roma Buharowska,musicians,real,3,818,1,9070,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q14918615,Juliusz Łuciuk,musicians,real,3,754,5,11320,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16569737,Krzysztof Duda (muzyk),musicians,real,3,829,2,9765,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9370986,Warcisław Kunc,musicians,real,3,757,2,7785,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q107017034,Beniamin Sobaniec,musicians,real,3,563,1,5352,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q108462292,Łukasz Trepczyński,musicians,real,3,550,1,5718,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q108143048,Waldemar Koperkiewicz,musicians,real,3,686,1,21234,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q80727115,Jakub Burzyński,musicians,real,3,602,2,18584,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q118442043,Wanda Bojarska,musicians,real,3,571,1,2725,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11689855,Cezary Czternastek,musicians,real,3,574,1,2769,True,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q60832716,Edward Wolanin,musicians,real,3,784,1,4657,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11725485,Jerzy Swoboda,musicians,real,3,590,2,8903,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11765430,Maciej Kieres,musicians,real,3,882,2,8291,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q669750,Cezary Ostrowski,musicians,real,3,634,5,5977,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q168156,Zbigniew Rudziński,musicians,real,3,757,2,11496,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q441274,Joanna Bruzdowicz-Tittel,musicians,real,3,702,15,8096,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q515469,Andrzej Ratusiński,musicians,real,3,771,2,2838,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11818252,Piotr Wtulich,musicians,real,3,577,3,4869,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11684500,Adrian Konarski,musicians,real,3,643,2,3714,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11719932,Jankiel Herszkowicz,musicians,real,3,597,4,15098,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2096327,Piotr Rytel,musicians,real,3,817,6,7247,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11718431,Jan Miłosz Zarzycki,musicians,real,3,816,2,6112,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11767853,Marcin Wawruk,musicians,real,3,791,2,3579,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9355007,Tadeusz Wojciechowski (dyrygent),musicians,real,3,808,2,5382,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q125022524,Przemysław Strączek,musicians,real,3,634,2,4752,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q17648436,Władysław Kłosiewicz,musicians,real,3,817,3,6631,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q27902875,Roman Kraszewski,musicians,real,4,908,2,17134,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11828901,Przemysław Frankowski (dziennikarz),musicians,real,4,1428,2,2750,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q8865654,Wacław Aleksander Lachman,musicians,real,4,1088,2,8387,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11768450,Marek Sewen,musicians,real,4,1482,3,16552,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q918339,Mieczysław Horszowski,musicians,real,4,1493,19,5467,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q26693991,Jan Nowowiejski,musicians,real,4,1357,1,4583,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q15742328,Zbigniew Śliwiński (pianista),musicians,real,4,1106,5,8078,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q65164406,Maria Kaczurbina,musicians,real,4,960,1,4411,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q329068,Jan Stefani,musicians,real,4,1034,10,6875,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q137661235,Jerzy Cieśla,musicians,real,4,1232,1,5145,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q519363,Marta Ptaszyńska,musicians,real,4,1052,8,10623,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q434549,Elżbieta Sikora,musicians,real,4,1357,9,8332,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q31261,Paweł Klecki,musicians,real,4,1407,18,7853,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2331316,Stanisław Kazuro,musicians,real,4,1420,5,12243,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11779708,Mieczysław Drobner,musicians,real,4,1310,5,4974,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9160601,Artur Dutkiewicz,musicians,real,4,1471,5,13623,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19409884,Marek Dulewicz,musicians,real,4,996,1,8779,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q10953437,Jarosław Łabieniec,musicians,real,4,1516,2,4682,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9359662,Tomasz Rostworowski,musicians,real,4,972,2,9943,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9141894,Agata Budzyńska,musicians,real,4,1399,2,6366,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11817440,Piotr Dziemski,musicians,real,4,1283,1,3141,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9157159,Antoni Muracki,musicians,real,4,1175,2,5008,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11768285,Marek Lechki,musicians,real,4,1176,4,7999,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11724386,Jerzy Boczkowski,musicians,real,4,1314,2,5952,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2598907,Jan Trepczyk,musicians,real,4,1233,8,15130,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q24237924,Maciej Obara,musicians,real,4,1087,5,3835,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1362326,Jerzy Semkow,musicians,real,4,1279,12,5155,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11749046,Krzysia Górniak,musicians,real,4,1193,2,19076,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q554610,Artur Rodziński,musicians,real,4,1492,20,7793,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q7674484,Tadeusz Zygfryd Kassern,musicians,real,4,1307,5,12538,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q110845787,Czesław Lewicki,musicians,real,5,1839,3,10792,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q26244343,Zofia Iwanowska-Płoszko,musicians,real,5,1943,3,10125,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11729025,Julian Gembalski,musicians,real,5,2271,3,10243,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q115732292,Monika Dejk-Ćwikła,musicians,real,5,1859,1,11106,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1358456,Witold Rowicki,musicians,real,5,2053,12,11801,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9306349,Mona Lisa (piosenkarka),musicians,real,5,1802,1,12374,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q19800829,Dariusz Olszewski (muzyk),musicians,real,5,1912,2,4222,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q652558,Krzysztof Meyer,musicians,real,5,2377,17,29485,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11797916,Olgierd Buczek,musicians,real,5,2078,3,4922,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1293223,Edward Pasewicz,musicians,real,5,2707,6,14764,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q21288136,Karolina Jaroszewska,musicians,real,5,2094,1,14325,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9157443,Antoni Sygietyński,musicians,real,5,1612,3,8494,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16323914,Katarzyna Markiewicz,musicians,real,5,2347,1,5648,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q681721,Adolf Rosner,musicians,real,5,2127,14,15872,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16559392,Ifi Ude,musicians,real,5,2311,7,7607,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11798081,Olo Walicki,musicians,real,5,2253,2,7986,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9253302,Elżbieta Wojnowska,musicians,real,5,2568,3,11044,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11754996,Leszek Kopeć (pieśniarz),musicians,real,5,1626,1,3779,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11765563,Maciej Pawłowski,musicians,real,5,2222,2,12429,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q121422704,Maciej Klociński,musicians,real,5,2696,1,12029,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q8863909,Ola Obarska,musicians,real,5,1555,7,11998,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q106159359,Grzegorz Chudy,musicians,real,5,2089,2,6541,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q26258199,Agnieszka Rehlis,musicians,real,5,1843,4,57380,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q6745364,Mamadou Diouf,musicians,real,5,1889,6,17167,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11737003,Kasia Kurzawska,musicians,real,5,2301,3,5410,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q97941089,Andrzej Potęga,musicians,real,5,1546,2,9669,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11778593,Michał Bagiński,musicians,real,5,1577,3,1751,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9376665,Wojciech Maciejewski (muzyk),musicians,real,5,1746,2,1958,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q21288122,Agnieszka Franków-Żelazny,musicians,real,5,2350,3,13853,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q111889336,Jacek Bieleński,musicians,real,5,2677,1,12748,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11817789,Piotr Marczewski,musicians,real,6,4593,1,5177,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11718787,Jan Pęczak,musicians,real,6,3123,3,9411,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9382787,Włodzimierz Plaskota,musicians,real,6,3131,2,2265,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q7674471,Tadeusz Faliszewski,musicians,real,6,3587,4,10326,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11765453,Maciej Kowalski (perkusista),musicians,real,6,4147,3,7082,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16565755,Kasia Nova,musicians,real,6,3956,4,12572,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q6756303,Marcelina Czartoryska,musicians,real,6,5113,8,7806,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11715487,Jacek Olter,musicians,real,6,4958,1,5816,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11716550,Jakub Porada,musicians,real,6,5730,3,4401,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11729902,Józef Baran (poeta),musicians,real,6,5345,8,14559,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q2463484,Tytus Wojnowicz,musicians,real,6,3737,2,11437,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q947968,Jan Adam Maklakiewicz,musicians,real,6,4808,8,10671,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q5598517,Grażyna Auguścik,musicians,real,6,6216,5,8835,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q318465,Abel Korzeniowski,musicians,real,6,5370,23,5169,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9370196,Waldemar Kuleczka,musicians,real,6,3473,1,6194,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q122474625,Paweł Joks,musicians,real,6,3143,2,8500,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q1672927,Irka Bochenko,musicians,real,6,3020,4,7411,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q106811475,Adam Turczyk,musicians,real,6,5831,3,11133,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q16529207,Anna Sadowa-Stroińska,musicians,real,6,2917,2,4767,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9312403,Roman Kołakowski,musicians,real,6,5748,3,10529,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9282002,Grzegorz Nawrocki,musicians,real,6,3056,1,2534,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11731226,Józef Radwan (dyrygent),musicians,real,6,5837,1,5384,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q9169297,Bernard Maseli,musicians,real,6,6120,2,14915,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q11715541,Jacek Regulski,musicians,real,6,3294,1,2852,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
Q288898,Bartosz Chajdecki,musicians,real,6,3206,6,15375,False,sparql,"{""disambiguation_risk"": false, ""pageview_zero"": false}"
